tag,comments
None-of-the-above,Vera level...👏👏👏👏 Ravi kalakitinga po🤣🤣🤣
None-of-the-above,DK parpaniyaththai edhirththadhu....paarpanargalaiyum edhirththadhu.; Anaal indha vishayaththai oru school vishayama paarkkalaam. Indha swimming pool vishayam 100 sadhavigidham ketkavendum.
None-of-the-above,Nee yaru atha solla. Nee oru opposite sex kooda pandrathu kooda than eanaku aruvaruppa iruku soldrom
Misandry,Unna poda 1 kootama erukku raja badu matta matriye
None-of-the-above,Ungalaithan ethirparthen unmaiyaga irukariga valthugal
None-of-the-above,Sankara Lingam  50 and above
Misandry,Storm Breaker  unakku iruntha thana da pannuva loosu koothi... unakkuthan onnum illaye... ungaluku yara enna sonnalum pombalaya than first pesanum athana poda...neelam oru aalunu...
Misandry,Unnai pondra kedu kettavan pechai kettal kudbam nadu theruku poi kondru irukiruthe. Un pondatti un Methu oru case pottal than therium.
None-of-the-above,Bro ethical hacking video poduga bro adhu konjam puriyala
None-of-the-above,very super movie  good good good good
Misandry,Ada Gila punta ennum ethanai kaalam matha veeriya dhunduya
Misandry,Antha akka va nadu rottula aada vaikura pundai mavane
None-of-the-above,Babu Natarajan  entha ooru da
None-of-the-above,Senthil na vijay 4 you endra oru channel ungala pathi pesura anda nayee na vachi senjiriken muddinja oru kanoli podunga.
None-of-the-above,Ellam prank showvaiyum mega thodar maadri .aakitingale
Xenophobia,A.V.VASANTH ANBUROSE  itha poi muslim kitta christian kitta solluda naye
None-of-the-above,Chen Nila  eanaku hii nu meg pannirunga
None-of-the-above,Ram keep ur smile life long happy irupiga ram ❤
None-of-the-above,Pari is ok. Dislike sattai duraimurugan
Misandry,Serupu pinchidum....makkal lam othyka matom.......kohzupu
None-of-the-above,Sir neenga herothan.  Ivangalukuthan support na yedhuku show panringa
None-of-the-above,Dinu T oh. Avanga unmaiya thaana solraanga. Yedho poiya unmai maadri solra maadri solreenga..
Hope-Speech,Na ethu varaiku Thai bl series athigama pathu eruka aana 1st time tamil la pakarapa manasuku romba santhosama eruku I love this series ; Nama natla u support panaga apd na neraya per avangaluku puducha mari avanga vazhlkaya santhosama;  Vazhlvanga 💜💜
None-of-the-above,Athu  Hats Muregesa 🤦🏽‍♂️
None-of-the-above,vere vevel  feelings........go on guys
None-of-the-above,Bro avanga unmaiyana pasathaum anbaium katranga  but neenga prank nu sonnathuku apram avanga rombha kasta pada matangala
None-of-the-above,cool guy  do u have instagram
Xenophobia,China va matum intha ulagathuku veliya vetcha pothum ninaikuren elathukum oru mutrupuli varum
None-of-the-above,Legend Lingesh    ne
Misandry,shinchan shinchan  intha mathiri pesura ungalam adutha jenmathula jesus ungala gay vah padaikanumnu venadikren adhuvum oru christian gay vah neelam porakanum...apo than unaku ithu naturalnu  purium yenda ungala mathiri alunga advice panrathuku munnadi itha pathi mothala terinjitu vangada...onnuma teriama aduthavana kayapaduthra ungala mathiri alungalukaga tha naragam kathutu iruku...yarukum entha thapa seiyatha avangaluku naragama ila sorgamanu jesus kae terium......comment poda vantanunga
None-of-the-above,Ennaya nadakuthu inga aen thevailama sandapotukringa
Hope-Speech,Andha akka😍😍 so sweet bayangara so carring 😘
Homophobia,Thappu alahana oru vali muray erukkum pothu ...ethatku entha ketta vali...; Science ullathellem sollum ..; Hormone erukkuthunrathukku animals odayum seralam ndu solluvanuga .....foreign skku avanga culture namakku namma culture ...; Avanuga vetti sari uduppanugalaa .....summa ethukku America America nnu sahanum ...; 20 varsathula apdi marama thadukkanum...; Oru animal kooda than enathoda serathu ...; 6 arivu ulla naanga. ..
None-of-the-above,Ayya samy nan vera some videos ku funny ya dislike potruken.... Just for fun only bros.... Apuram Ram health issues ku enna solution.. Solve acha..?
None-of-the-above,Akka love u so much my dear sister....... Miss u lot....unningala paka chance kedaikuma nu theriyala....
None-of-the-above,Raj 456  ur mobile number come video call
None-of-the-above,Supr anna!!!  Elarum pesa yosikura topics eduthu pesuringa.👍👍👍
None-of-the-above,Epadi perakkan enru yarum aasipaduvadhillai idu iyarkai
None-of-the-above,Hi sister yanagu ungala rompa pidekkum on the best sister
Misandry,Vijai Kumar Nee thana Davadiya Porandapaiyan
None-of-the-above,Thimuru pudicha yerumai than yen __
None-of-the-above,Dai yenna karumo da idhu
Counter-speech,GDR GDR  ; Ithu sonnathu Periyar kalaignar Ila sago
None-of-the-above,Yuvaraj Venkatesh   Hmm ama...
None-of-the-above,trajan chellam  number kudu Machi
Transphobic,Nama ayiram kastathula pona ithunga vera naduvula ivangalukku kasu koduthu koduthu kedithuttom
Misogyny,anandh alwar  po di loosu koodhi aamakari!
None-of-the-above,En kanavan en pecha kekamaatanka suthamave.; En kanavanukaaga   konjam porupaa maaritaale pothum ennaku .
Hope-Speech,idula thappu ilaye pa...kandipa pesalam..i support homosexual
None-of-the-above,Serial ma3 kondu pogadhenga da kadaisiya verupu dha aagum. Ena concept o adha oru video la ye mutinga.
None-of-the-above,As a malayali have a dougt ; Title seethanam but pechile poora vara dhakinai malayalathulai streedhanm dhan solluvange
Misogyny,Soper sir. Eppaiyume ponna olunga vazhakala nu vaiya adachidunga. Ponnu ethum pesida koodathu...odane ponna olunga vazhakala.
Counter-speech,Pengal ninaital dauri oliccalam.angal mattum karanam illai.
None-of-the-above,Attpavinga la itu Vera va
Transphobic,Serpala adikanum......enga ponanulm ithuka tholla thanga mudila ...
None-of-the-above,Unaku iruka pidikalana thokila thongidu
None-of-the-above,R u slim boy rajesh ur age
None-of-the-above,Insta la DM panuga bro
Transphobic,ethuku lam support panni pesana waste sir  nama samugam konjam mari iruku poinnu Ku Naga pottu kattidu poranga  nenga nalla osupu etharainga.  gopinath sir ungalukum kolanthainga irukanga nenachi pathu pesunga
None-of-the-above,Nanba.. Very nice... Keep it up.. Idhu madri nenga neraya pananum.. Sadhikanum nu asapadren.. Valthukal nanbargale. 🐴🐎🏇🏆
None-of-the-above,intha kelviyai publicitikaka vikadan kekaamal vituirunathale ivlo periya visiyam yarukum theiramale kattu padu odu irunthu iruppaarkal don't use media for bad publicity
None-of-the-above,Endha Mari neraya nadakudhu kevalamana jenmam adhuga
Xenophobia,Athu romba kashtam palla varusham   plan panni America veiyei minjchi vittan china karan
None-of-the-above,Anna edhu thappa na pz solunga
Xenophobia,Suriya nadicha padam kakka kakka china karan veliya poda oomale ookka
None-of-the-above,Enaku therinji rendume mukiyam Ella  thoooooooooooooooooooo
None-of-the-above,Chen Nila  naanum teilartha vaanga naa thasee tharen please contact me 8610628447 unga frendss ellarukum senji kudukaren
None-of-the-above,M M   ama nan  en manaivi peyaril than puthu Veedu Katti koduthu erukken.
None-of-the-above,Anna talk about Tamil cinema actors sucide
None-of-the-above,Niraya videos podukanga bro please
None-of-the-above,Sumatha video paka vantha but really semma literally kannu kalangiduchi🙏🔥
Transphobic,Sila peruku andha gene blood la iruku. So avoid panna mudiyadhu. So yenna dhan avangala stop pannalum secret ah seivanga. Its their nature.
None-of-the-above,vanitha kumar   Appo nee yaru
Misandry,Narayanan Lakshmi  deiii paraiyaa😂😂😂unga Vijay mudhaliyar nnu solraanga...???unmaiya....adhuvum Mamavalavan pandaram nnu solranga
None-of-the-above,Mani Kandan  hit nombre pls
None-of-the-above,Corona timela ne ipadi news pottathu kannu munnadi varuthu
None-of-the-above,Enna nadakuthu sathiyama puriyala purinjavainga soluinga plxzz
None-of-the-above,RAAJESWARAN. UB ECE  hii darling
Hope-Speech,Anna andha akka va patha ennakum Amma nee kupadnum polee erkee naa
None-of-the-above,Nan cela natkallel terumba varuvan...
Xenophobia,Ellameee made in China 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️
Misandry,Sathiyama solluren sila oruthanukku ellam tha ampalannu ninappu enna kattunavanuku ellam antha thimirutha epputipattavanuka ellam enna seinjalum thirunthamatanuga
None-of-the-above,Ithu ellam namaku nadakathu 😒
None-of-the-above,Part 2 eppo varum pa pls anuppunga
None-of-the-above,Antha thaguntha padam ngrathu enanu sollunga bro.
Counter-speech,N4EVER creations  pavamda avanga ponnunga pasanga ipdi prank panna ok bro  evanga la kashta patothuranga... Athu unakku thappa therilaya bro
None-of-the-above,gopi sir one side halfboil potingalee😢😢
Misandry,Each ha punda raja ne tamilnada poruki punda theevadiyaa mavne
None-of-the-above,Nirmal kalimuthu ohhhhhooo..ok nanba..ippa puriyuthu...nee epadi puriyum padi..sollura mela oruthan  english pesiye saavatikuraan thalaivaa...
None-of-the-above,Anna unga fb I'd sollunga
None-of-the-above,Ella thirunagiyum smartphone  wait ah vachirukengalea
Misogyny,Eva kettupona mattum ellama oru ponnu vazhkaiya veenakitta. Suyanala kama pei
None-of-the-above,Karthik aurumuga  Enna work panriga
None-of-the-above,Pandiyan P  what is your age
Hope-Speech,Thirunangai akka iku nalla manasu itha paakum pothu kan kalangitan
Hope-Speech,Akka ungaluku romba nalla manasu♥️
Homophobia,Thakatchi andavan padipu anukku pen enpathu than sariyanathu athai matra manithanl mudiyathu  merrinalulagamallivathu nichyam
None-of-the-above,Babu Natarajan  enna number gantu putucutaiya
None-of-the-above,Don’t have better job ; Jobless benefits
None-of-the-above,Bro nengga Vera level super bro👍👍👍
None-of-the-above,Adhaiye thaan naanum solren. Please iyarkaiyai maatha nenaikaadhinga..; ; Engala ipdi ye vitrunga. Ungaluku enna valikudhu. Néenga poi unga velaya paarunga. Population a perukura velaya.
Misandry,NAISEKAR MEMES antha pondai ya yen sir nu sollrunga bro salranu a ollunga
Misandry,H Raja is a shameless guy.
None-of-the-above,I am gay ; ; ; Summa sonnen 😂😂😂
None-of-the-above,Manasu suththam sir akkavukku 🤩🤩
None-of-the-above,Ethu Threesome ah? ; Ellaya meeri poringada
Xenophobia,China va ore bomb la kaali pannidnom 😡😡😡😡😡
Misandry,Una yaar daa pudingi inga vandu comment panna sonna.... Pombalainga urupa pathi pesuriya unga amma dha paathutu pesu daa...????
Xenophobia,Last la pesunathu comedya irrunthathu  china va oru vazhi pananum
None-of-the-above,Nanum jaathi mari kathalichittu ippo veeila sollamudiyama irukken ethavathu theeivu iruntha sollunga sir
None-of-the-above,Am waiting part 2 seikarama podunga
None-of-the-above,Kandippa adhu vj voice thaan
Misandry,Ada ootha karonave mudiya enda ennadaaa....
Counter-speech,Oru thana adichu koldradhu vera ......ama kalacharam na ena oru ponna nirvanamakuna videova urea pakuramadhiri fb la poduradha illlla lesbiandra oru sadharana manidha urava manidha eerpa unarva kindal pandradha ......idhum oru eerpudhan.....lesbian onum kalachara seerkeadu illa ipo thamilnatula iruka oru aan oru penn ah karpalichu tends oda sendhu karpalichu avala uyiroda punamaki koldranea adhavilla homosexual and andha madhiriyana oru relation shipah ungaluku problem nu soldra idhea samukam oru assurance kudukamudiyuma.....ini namma urula ella aanum thani manidha olukathoda irupom adhadhu endha oru ponnukum endha oru aanukum ....endha oru kulandhaikum paliyal vallunarvu nadakadhu nadaka vidamatomnu solla mudiyuma.....apdi solldra van oruthan irundhalum....indha satathai dharalama eduka seandhu poradunga.....
Misogyny,Gh Wb  itathukku porantha thevidiya payale... ungomma pundaila ethana Peru Pula vittanganu poi paaru.... ungomma okka... ungomma la kanadavanukku okka... unpondatti ya kanadavanukku okka
None-of-the-above,Storm Breaker  na unaiya onume solala.... Na gounder varalaaaru padikure unakaga.... Ni periyar varalaaru padi.... Thn vantu pesu....
None-of-the-above,Akilesh TV like this video.
Transphobic,Indha polapukku sethudunga daa 9dhu thevidiyaapasangalaa
None-of-the-above,Hari Haran  unga number send panunga cal panren
None-of-the-above,Rose shirt voice like Vijay sethupathi
None-of-the-above,Hi raman ..How r u
None-of-the-above,tamil medium pasanga da... therida .. thambis
None-of-the-above,Vetrivel Kumar  thank you Yaar
None-of-the-above,Aakash Aakash  hi frd gay
None-of-the-above,Super akka .anththa akka super😘😘😘
Counter-speech,Makkalai thavaruthala vazhikaata koodathu.... Varathatchani ketpathum vaanguvathum kutram...
Xenophobia,Dai  chines iruthu vara yellam stop pannuga daa apparam corona mathiri parappi vituruvan daa
None-of-the-above,MEIMOZHI PANDIAN  i like to be your friend... Dear!
None-of-the-above,Paavam ecchikku heart attack vandraama
Counter-speech,புரட்சியாளன் சுபா  adha dhan naanum kekuran appa government officer avan pullayum government officer endha talent um illama edhuku nu dhan naanum kekuran 😂😂😂
None-of-the-above,Super bro Vera level 👌👌👌
Misandry,Parathesi subramaniyam  swami virunthalikku piranthavan.
None-of-the-above,I unsubscribe saattai nu comment potutu unsubscribe panunga bro. I did that... Just now
None-of-the-above,Unga video la vara last scene dha enaku rmba puduchirku kandipa idha contnu panitey irunga  unga nalla ullathirku kadavul epodhum thunai irupaar....  all the best for ur gud thoughts
None-of-the-above,Vera 11bro yen innammada nee
Misandry,Ashok kumar  un poola kammipiya oombra
None-of-the-above,Vera level bro nigkal ; I am from Australia
None-of-the-above,K.Balamurugan media student  ; Seri Enna jaathi nu neeye sollu poarpom.
Misogyny,Ivaluku ponam paithiyam  aankalai vaalavedamadanga.
None-of-the-above,Ithuku da just part of life enjoyment tha bro avanga avnga virupam pudicha pannikalam pudikaati avoid pannikalam
Xenophobia,Ceenaa meettu kundu poodu aliekanum
None-of-the-above,Yedhukkuda ipdii pandringa.. Prank ingra perla
Misogyny,20 yr ku munadi varadhachana ambalsinga kekradhu thapunu payan gvt udhyogam sondha vedu sothu pakra ninga epdi dri naigala
None-of-the-above,Vera level 💯 👌 🔥 ♥
Misandry,இயேசுவே உலகின்ஒளி ni ennoda muthratha motha kudi
Counter-speech,top romance and comedy movie station  haha....adhuvum thappu...namba baby ah irukum podhu namala pathukitangala....so namalum pathukanum.... Instead of thaniya porathukku bathula joint family try panalam or pakathu pakathula irundhuklam(like neighbours)
Misandry,1st un appana check pannu...yendha putthula yendha paambu irukunu solla mudiyadhu...un appan original ah irundha aparam vandhu pesu da________...
Misandry,Dei thevudiya mavane nee avana pathi mattum pesuna avana pathi mattum pesa otha sethuruva
None-of-the-above,Anna part 2 apa anna varum
None-of-the-above,Podhum da mudila .. yaroda handbags la paakuradhu nu oru varamurai ilaya...
None-of-the-above,Adhu Enna antha clapping 🤣🤣🤣🤣
Counter-speech,Homo sexuals ...adhu family society ...irukurathu poruthu nadakum...apdiyum solamudiyadhu...avanga birth ..apdi irukalam..adhuku avangal a thapu solla mudiyadhu...Mudunja alavu nama future generations thadukalam..but present irukuravangala kastamdhn
Transphobic,Serupala adikanum intha mathri pandrathungala
None-of-the-above,Bro super saiyan oruthar irrukangala
Misandry,Vesikku porandha thevadiya paiyan H Raja. Serupala adikanum. Evanellam oru leader. Medai nagarigam theriyadha aiyokiyan
None-of-the-above,Vishwa  apdingala sir ..semma shocking news pah..
None-of-the-above,Anand Srinivasan sir ... Salute 🔥🔥🔥
Misandry,Ennda thavidiya punda mutopulunai kaluvatha nai nee un nathaiya unna thangamudiyatha natham marunthu adikira nai nee enna solliriya thavidamavana aruthuputoven pundaimudito olunga iru punnada
None-of-the-above,Ennoda mamayaair kuda marriage ku cash kataga
Counter-speech,Kkurathuku nala iruku sir; Athuvum maraporathu ila iruthalum Nandrigal
None-of-the-above,Romba nalla akka va irrukanga ...😍😍🤗🤗😍😍😍😍
None-of-the-above,Sethu Kumaran  pon namer sent me
Hope-Speech,Kanla kanira vanthuruchi antha therunagai akka ku nala manasu.... God blis her
Homophobia,Ksndravi idhellam sattam nu kodukka kodadhu kandukama vittudanum nalaiku animals kitta panna pidikum na adhu 388 nu sattam nu solli sattam poduvangala idhellam nalladhuke illa aruverukka thakka vishayam
